"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"DISASRAB","Self-reported absence from work due to illness","JOUPANNB","Number of days lost per person per year","ISR","Israel","2018","2018",3.9,,
"DISASRAB","Self-reported absence from work due to illness","JOUPANNB","Number of days lost per person per year","ISR","Israel","2019","2019",3.8,,
"DISASRAB","Self-reported absence from work due to illness","JOUPANNB","Number of days lost per person per year","ISR","Israel","2020","2020",4.2,,
"DISASRAB","Self-reported absence from work due to illness","JOUPANNB","Number of days lost per person per year","SVN","Slovenia","2019","2019",12.9,,
"DISACPAB","Compensated absence from work due to illness","JOUPANNB","Number of days lost per person per year","SVN","Slovenia","2016","2016",12.2,,
"DISACPAB","Compensated absence from work due to illness","JOUPANNB","Number of days lost per person per year","SVN","Slovenia","2017","2017",13.1,,
"DISACPAB","Compensated absence from work due to illness","JOUPANNB","Number of days lost per person per year","SVN","Slovenia","2018","2018",13.5,,
"DISACPAB","Compensated absence from work due to illness","JOUPANNB","Number of days lost per person per year","SVN","Slovenia","2019","2019",13.6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","AUT","Austria","2016","2016",0.7,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","AUT","Austria","2017","2017",0.7,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","AUT","Austria","2018","2018",0.6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","AUT","Austria","2019","2019",0.6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","BEL","Belgium","2016","2016",0.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","BEL","Belgium","2017","2017",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","BEL","Belgium","2018","2018",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CAN","Canada","2016","2016",0.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CAN","Canada","2017","2017",0.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CZE","Czech Republic","2016","2016",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CZE","Czech Republic","2017","2017",0.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CZE","Czech Republic","2018","2018",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CZE","Czech Republic","2019","2019",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","DNK","Denmark","2016","2016",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","DNK","Denmark","2017","2017",0.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","DNK","Denmark","2018","2018",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","DNK","Denmark","2019","2019",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","FIN","Finland","2016","2016",0.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","FIN","Finland","2017","2017",0.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","FIN","Finland","2018","2018",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","FIN","Finland","2019","2019",0.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","FRA","France","2016","2016",0.8,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","FRA","France","2017","2017",0.7,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","FRA","France","2018","2018",0.8,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","FRA","France","2019","2019",0.6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","DEU","Germany","2016","2016",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","DEU","Germany","2017","2017",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","DEU","Germany","2018","2018",0.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","DEU","Germany","2019","2019",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GRC","Greece","2016","2016",1.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GRC","Greece","2017","2017",1.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GRC","Greece","2018","2018",0.9,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GRC","Greece","2019","2019",0.8,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","HUN","Hungary","2016","2016",0.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","HUN","Hungary","2017","2017",0.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","HUN","Hungary","2018","2018",0.6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","HUN","Hungary","2019","2019",0.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","ISL","Iceland","2016","2016",1.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","ISL","Iceland","2017","2017",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","ISL","Iceland","2018","2018",0.6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","ISL","Iceland","2019","2019",1.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","IRL","Ireland","2016","2016",0.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","IRL","Ireland","2017","2017",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","IRL","Ireland","2018","2018",0.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","IRL","Ireland","2019","2019",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","ITA","Italy","2016","2016",1.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","ITA","Italy","2017","2017",1.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","ITA","Italy","2018","2018",1.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","ITA","Italy","2019","2019",0.9,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","JPN","Japan","2016","2016",0.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","JPN","Japan","2017","2017",0.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","JPN","Japan","2018","2018",0.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","JPN","Japan","2019","2019",0.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","KOR","Korea","2016","2016",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","KOR","Korea","2017","2017",0.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","KOR","Korea","2018","2018",0.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","KOR","Korea","2019","2019",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","LUX","Luxembourg","2016","2016",2.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","LUX","Luxembourg","2017","2017",1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","LUX","Luxembourg","2018","2018",0.7,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","LUX","Luxembourg","2019","2019",0.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","MEX","Mexico","2016","2016",11.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","MEX","Mexico","2017","2017",11.9,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","MEX","Mexico","2018","2018",13.8,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","MEX","Mexico","2019","2019",11,"P","Provisional value"
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","NLD","Netherlands","2016","2016",1.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","NLD","Netherlands","2017","2017",1.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","NLD","Netherlands","2018","2018",1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","NLD","Netherlands","2019","2019",0.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","NZL","New Zealand","2016","2016",0.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","NZL","New Zealand","2017","2017",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","NZL","New Zealand","2018","2018",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","NZL","New Zealand","2019","2019",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","NZL","New Zealand","2020","2020",0.3,"P","Provisional value"
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","NOR","Norway","2016","2016",0.4,,
